Subject,CorrAUCvsRT
e1,-0.522737459702177
e2,-0.65134025327225
e3,0.741126201044028
e4,-0.249310895501764
e5,-0.577217874401659
e6,-0.40151814741321
e8,-0.670052518118293
e10,-0.291169445902098
e11,-0.753527439545216
e12,-0.758600465695448
e13,-0.420995485767812
e14,0.567488287039463
e15,-0.540623882169606
