Subject,CorrAUCvsRT
e1,-0.0671456100433459
e2,-0.130781245235957
e3,0.549148199979372
e4,-0.115174738477824
e5,-0.779787065085888
e6,-0.309811364830227
e8,-0.571597503547683
e11,-0.687039436828047
e12,-0.576930321805387
e13,-0.464828596457234
e14,0.187683694639266
e15,-0.388313748762928
