Subject,CorrAUCvsRT
e1,-0.463619224870814
e2,-0.265279225244257
e3,0.543799985108735
e4,-0.23894719440872
e5,-0.666488826593598
e6,-0.349464825328391
e8,-0.695844263474765
e11,-0.849096804792463
e12,-0.630412498580877
e13,-0.091451919773793
e14,0.567488287039463
e15,-0.355831962551317
