Time_s,Tstat,Pvalue
0.1015625,1.53326898797295,0.153452638561204
0.103515625,1.12580583183616,0.284210813194644
0.10546875,0.792933355699552,0.444582978989003
0.107421875,0.543315172588546,0.597750587105215
0.109375,0.298916238504164,0.770575476847717
0.111328125,0.0148269493860292,0.98843574545164
0.11328125,-0.263384800624937,0.79712249305941
0.115234375,-0.462170673658176,0.652965852317351
0.1171875,-0.56558252310151,0.58303009582667
0.119140625,-0.59601976232574,0.563225340030594
0.12109375,-0.573380325176778,0.577921041415705
0.123046875,-0.495578005411972,0.629943760015261
0.125,-0.356919326827913,0.727904893042184
0.126953125,-0.173069413123636,0.865740380403922
0.12890625,0.0219526940405881,0.982878848551003
0.130859375,0.193228532930026,0.850301594837235
0.1328125,0.313666970404028,0.759641863475488
0.134765625,0.365413511853716,0.721732045180395
0.13671875,0.357664019950955,0.727362899416212
0.138671875,0.297223319674761,0.771833699140898
0.140625,0.146342642251689,0.886298387036059
0.142578125,-0.117581465378845,0.908518793873907
0.14453125,-0.449395747262288,0.661871950413305
0.146484375,-0.780086517644717,0.451799243521222
0.1484375,-1.03239246248655,0.324053198229453
0.150390625,-1.15859761717234,0.271155018513698
0.15234375,-1.17040295721535,0.266571079011692
0.154296875,-1.077141011844,0.304472926421741
0.15625,-0.864601424137214,0.405717675526391
0.158203125,-0.552091770866981,0.591925549174605
0.16015625,-0.212627439201929,0.835506537526368
0.162109375,0.0792558351657801,0.938252589175684
0.1640625,0.317357711470297,0.756914639031824
0.166015625,0.499791461339473,0.627068365268076
0.16796875,0.610487303868469,0.553942860094042
0.169921875,0.676038072286445,0.512979244822007
0.171875,0.761088407572885,0.462608400801785
0.173828125,0.90443024258432,0.385147447032788
0.17578125,1.05216480741872,0.315288652082612
0.177734375,1.14994805727895,0.274552521389312
0.1796875,1.23560735465016,0.242342483162871
0.181640625,1.36765122346756,0.19871338995299
0.18359375,1.56237302127581,0.146492611042875
0.185546875,1.80506443812733,0.0984798229637633
0.1875,2.08064018051604,0.0616299102591095
0.189453125,2.334205492642,0.0395745962157496
0.19140625,2.50269014377948,0.029365618846844
0.193359375,2.64317799671583,0.0228631322316819
0.1953125,2.86691774426159,0.0153257976927909
0.197265625,3.17426288592256,0.00885114799466847
0.19921875,3.42576350681405,0.00566527515171764
0.201171875,3.55302091592853,0.00452798500216833
0.203125,3.63918648290146,0.00389361093637857
0.205078125,3.76693815803032,0.00311690251668332
0.20703125,3.93957162551521,0.0023137327467885
0.208984375,4.09856604746291,0.00176368158766409
0.2109375,4.16363097614753,0.00157962493299934
0.212890625,4.14268130931668,0.00163659550063368
0.21484375,4.07793194454803,0.00182661411211456
0.216796875,3.96496437368997,0.00221512811578266
0.21875,3.82546847554774,0.0028163804138621
0.220703125,3.73306225723285,0.0033058111550482
0.22265625,3.64219791402631,0.0038731726811614
0.224609375,3.37336913881066,0.00621506039293121
0.2265625,2.9010917897624,0.0144169347318105
0.228515625,2.37516647472776,0.0368142610294638
0.23046875,1.87772664716393,0.0871706026811127
0.232421875,1.39387107462354,0.190874930885238
0.234375,0.938205886341083,0.368282271839973
0.236328125,0.587506250616395,0.568727458915522
0.23828125,0.347034572463644,0.735113709806757
0.240234375,0.173494398138584,0.865414278332386
0.2421875,0.067257698880983,0.947583482068583
0.244140625,0.00965304191608734,0.992470952613886
0.24609375,-0.0662535981352264,0.948364759056142
0.248046875,-0.20281448685252,0.842982719296966
0.25,-0.402892398669326,0.694747094126307
0.251953125,-0.661096478257021,0.522155981589439
0.25390625,-0.965887828637041,0.354855999364799
0.255859375,-1.29309757402388,0.222474836843293
0.2578125,-1.60880506341478,0.13595865936614
0.259765625,-1.86872910558514,0.0885033391662638
0.26171875,-2.0517482057953,0.0647802726782303
0.263671875,-2.15656024943707,0.0540267825979649
0.265625,-2.16702769794426,0.0530510890383827
0.267578125,-2.12044467961562,0.0575256251427126
0.26953125,-2.08156338260384,0.0615316640431373
0.271484375,-2.07859759991443,0.061847805270907
0.2734375,-2.09043666986724,0.0605948791307672
0.275390625,-2.07799673526013,0.0619120413762257
0.27734375,-2.06355477572133,0.0634750124063857
0.279296875,-2.09022020296884,0.060617571348938
0.28125,-2.16575418646837,0.0531688943654072
0.283203125,-2.26860096102045,0.0444165156629298
0.28515625,-2.35949714188365,0.037847461607515
0.287109375,-2.41884108312171,0.0340767624545984
0.2890625,-2.42030608427664,0.0339884529506662
0.291015625,-2.32533690798727,0.0401980662465508
0.29296875,-2.1733914734707,0.0524661233238332
0.294921875,-2.06048419888695,0.0638120759701744
0.296875,-2.02467141967831,0.0678695086359904
0.298828125,-2.05318323971068,0.0646202880641054
0.30078125,-2.12992135235629,0.0565873012489836
0.302734375,-2.24205848726653,0.0465331310086613
0.3046875,-2.38562147160167,0.0361401409946919
0.306640625,-2.5320231020285,0.027872882301065
0.30859375,-2.64365683703462,0.0228435986158432
0.310546875,-2.73244740301632,0.0194928724031653
0.3125,-2.81844997808685,0.0167139514048016
0.314453125,-2.88681532397316,0.0147898633407112
0.31640625,-2.91593329789487,0.0140392346177494
0.318359375,-2.9027430553666,0.0143744130795073
0.3203125,-2.86262470138174,0.015443954840653
0.322265625,-2.81142245843641,0.0169253903377031
0.32421875,-2.7498536681757,0.0188955989983088
0.326171875,-2.69906012964465,0.0206914657155745
0.328125,-2.70913999449762,0.0203220949602568
0.330078125,-2.77694531914607,0.0180019923437721
0.33203125,-2.8249016264614,0.0165221607303388
0.333984375,-2.78497191637254,0.0177454088637312
0.3359375,-2.64403369928269,0.022828236647167
0.337890625,-2.40927835853195,0.0346587039914081
0.33984375,-2.0693361721865,0.0628449180010521
0.341796875,-1.63243279967705,0.130858442577788
0.34375,-1.13900864454214,0.278896842012962
0.345703125,-0.625493514945921,0.544405751985554
0.34765625,-0.135178523709869,0.894912605369714
0.349609375,0.31574299629635,0.758107388955305
0.3515625,0.720085903796681,0.486491602011296
0.353515625,0.998970258799474,0.339277460224996
0.35546875,1.10536715005607,0.292590772695187
0.357421875,1.11181128122037,0.289928425500913
0.359375,1.12493548665372,0.284563846393478
0.361328125,1.24924053949856,0.237506306120734
0.36328125,1.49923987035174,0.161952220056368
0.365234375,1.7473724330556,0.10839299840692
0.3671875,1.91413650597872,0.0819639193457663
0.369140625,2.0578694037774,0.0641004337674087
0.37109375,2.22098266274324,0.0482823131920641
0.373046875,2.38297569364406,0.0363095960625221
0.375,2.50998854789163,0.0289870493538221
0.376953125,2.56695747877872,0.0261919803051757
0.37890625,2.5410453478584,0.0274288903878929
0.380859375,2.41454297737633,0.0343371395917703
0.3828125,2.2093391881357,0.0492754487500688
0.384765625,2.02303430194392,0.0680606485507921
0.38671875,1.90104482247327,0.083802107927985
0.388671875,1.81901904736323,0.0962091395859373
0.390625,1.78939865435834,0.101086952682757
0.392578125,1.84871996223539,0.0915344312821352
0.39453125,2.00016485366642,0.0707839595303059
0.396484375,2.20494244107916,0.0496555231784076
0.3984375,2.3675562750071,0.0373126014871267
0.400390625,2.40318850082438,0.035034325476452
0.40234375,2.31331579632521,0.0410583125738182
0.404296875,2.10971981575954,0.05860529848817
0.40625,1.79068094707652,0.100871218943581
0.408203125,1.42411276357983,0.1821580874432
0.41015625,1.08829063919431,0.299736288284801
0.412109375,0.810196540159481,0.435004863927232
0.4140625,0.583221858688846,0.571507433732922
0.416015625,0.396934643287594,0.699008495162557
0.41796875,0.251421599288,0.806123265336097
0.419921875,0.135887270196094,0.894365304294394
0.421875,0.0255330664847072,0.980087091553884
0.423828125,-0.0939283689689887,0.926855118520792
0.42578125,-0.187856104138684,0.854409940188578
0.427734375,-0.16865291579194,0.869130807136775
0.4296875,0.00514991425646756,0.99598319175001
0.431640625,0.247312355668723,0.809221794939843
0.43359375,0.430900658745336,0.674862921837942
0.435546875,0.501456841139494,0.625933634648906
0.4375,0.483348715719007,0.638325599090861
0.439453125,0.420467016845053,0.682240970856024
0.44140625,0.344585578898379,0.73690388473073
0.443359375,0.323415055277883,0.752446140567965
0.4453125,0.424439012392872,0.67942806995068
0.447265625,0.574987395027349,0.57687109645033
0.44921875,0.573052214224664,0.578135531832225
0.451171875,0.374967813574721,0.714813451187514
0.453125,0.169268163263804,0.868658331748197
0.455078125,0.030764841658866,0.976008182382361
0.45703125,-0.0791269482064011,0.93835277516888
0.458984375,-0.152269654065583,0.881731262246965
0.4609375,-0.182514799058472,0.858498957315344
0.462890625,-0.204943535577073,0.841359262883474
0.46484375,-0.252027217697706,0.80566689765351
0.466796875,-0.35964201972504,0.725924051822754
0.46875,-0.584390096273451,0.570748678747783
0.470703125,-0.929260508765862,0.372697223309603
0.47265625,-1.30847425405427,0.217391885218978
0.474609375,-1.68357935743113,0.120394234426011
0.4765625,-2.02269753356802,0.0681000300424838
0.478515625,-2.17029014044479,0.0527504306440982
0.48046875,-2.10971295602216,0.0586059951524791
0.482421875,-1.98532092627302,0.0726057050993183
0.484375,-1.8594990427913,0.0898899344432391
0.486328125,-1.7351387453795,0.110607567886792
0.48828125,-1.61333250700787,0.134968024459445
0.490234375,-1.4710146472318,0.169306578696107
0.4921875,-1.30252647210905,0.219346602864845
0.494140625,-1.16530538403619,0.268542927891557
0.49609375,-1.10754165737059,0.291690303792232
0.498046875,-1.12891310047367,0.282953187723152
0.5,-1.18493406590816,0.261012500899385
