Subject,CorrAUCvsRT
e1,-0.0748479169083282
e2,-0.558967839146511
e3,0.230462682409338
e4,-0.361596552091491
e5,-0.717484486148171
e6,0.150354599964513
e8,-0.535657734157413
e11,-0.910529824132781
e12,-0.892980206586509
e13,0.0533957515176222
e14,-0.0990692170495524
e15,0.963517197834489
