Subject,CorrAUCvsRT
e1,-0.00632626259078172
e2,0.00100007150373755
e3,0.0747109024625363
e4,0.0788397648652935
e5,0.0563114696250404
e6,-0.0421038335821902
e8,-0.0103282707007962
e10,-0.0311798390901831
e11,0.0721443474176693
e12,-0.181514964071541
e13,0.0837808344402481
e14,-0.0180251196326573
e15,0.087449644708668
